tile_1.png, 0, 0, 32, 32, 0, 0, 0, 0
tile_2.png, 0, 32, 32, 32, 0, 0, 0, 0
tile_3.png, 0, 64, 32, 32, 0, 0, 0, 0
tile_4.png, 0, 96, 32, 32, 0, 0, 0, 0
tile_5.png, 32, 0, 32, 32, 0, 0, 0, 0
tile_6.png, 32, 32, 32, 32, 0, 0, 0, 0
tile_7.png, 32, 64, 32, 32, 0, 0, 0, 0
tile_8.png, 32, 96, 32, 32, 0, 0, 0, 0
tile_9.png, 64, 0, 32, 32, 0, 0, 0, 0
tile_10.png, 64, 32, 32, 32, 0, 0, 0, 0
tile_11.png, 64, 64, 32, 32, 0, 0, 0, 0
tile_12.png, 64, 96, 32, 32, 0, 0, 0, 0
tile_13.png, 96, 0, 32, 32, 0, 0, 0, 0
tile_14.png, 96, 32, 32, 32, 0, 0, 0, 0
tile_15.png, 96, 64, 32, 32, 0, 0, 0, 0
tile_16.png, 96, 96, 32, 32, 0, 0, 0, 0
tile_17.png, 128, 0, 32, 32, 0, 0, 0, 0
tile_18.png, 128, 32, 32, 32, 0, 0, 0, 0
