map_00.png, 1, 1, 128, 128, 0, 0, 0, 0
map_01.png, 1, 131, 128, 128, 0, 0, 0, 0
map_02.png, 1, 261, 128, 128, 0, 0, 0, 0
map_03.png, 131, 1, 128, 128, 0, 0, 0, 0
map_04.png, 131, 131, 128, 128, 0, 0, 0, 0
map_05.png, 131, 261, 128, 128, 0, 0, 0, 0
map_06.png, 261, 1, 128, 128, 0, 0, 0, 0
map_07.png, 261, 131, 128, 128, 0, 0, 0, 0
map_08.png, 261, 261, 128, 128, 0, 0, 0, 0
map_09.png, 391, 1, 128, 128, 0, 0, 0, 0
map_10.png, 391, 131, 128, 128, 0, 0, 0, 0
map_11.png, 391, 261, 128, 128, 0, 0, 0, 0
map_12.png, 521, 1, 128, 128, 0, 0, 0, 0
map_13.png, 651, 1, 128, 128, 0, 0, 0, 0
map_14.png, 781, 1, 128, 128, 0, 0, 0, 0
map_15.png, 521, 131, 128, 128, 0, 0, 0, 0
map_16.png, 521, 261, 128, 128, 0, 0, 0, 0
map_17.png, 651, 131, 128, 128, 0, 0, 0, 0
map_18.png, 781, 131, 128, 128, 0, 0, 0, 0
